route,content_id,template,publication_availability,locale,version,condition,instance_kind,navigation_path,shortest_observed_link_depth,navigation_status,intended_payoff,reason_to_continue,default_inspection,expanded_inspection,desktop_inspection,mobile_inspection,evidence_path,existing_or_new_issue,severity,issue,disposition,affected_batch
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""map-flow"":""perspectives--f_cn_ph_bcm""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""map-flow"":""perspectives--f_cn_ph_bcm""}}]",perspectives:map-flow:perspectives--f_cn_ph_bcm,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-flow,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Xiamen-Manila South China Sea consultation channel,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""CHN""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""CHN""}}]",perspectives:country-role:CHN,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,CHN,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""RUS""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""RUS""}}]",perspectives:country-role:RUS,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,RUS,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""PAK""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""PAK""}}]",perspectives:country-role:PAK,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,PAK,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""KHM""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""KHM""}}]",perspectives:country-role:KHM,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,KHM,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""PHL""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""PHL""}}]",perspectives:country-role:PHL,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,PHL,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""TWN""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""TWN""}}]",perspectives:country-role:TWN,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,TWN,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""USA""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""perspectives"",""country-role"":""USA""}}]",perspectives:country-role:USA,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""perspectives""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,USA,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map""}}]",worldview-map,lib/world-stage/scenes.ts,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",world-stage-scene,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Middle-power hedging and nonalignment,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_in_newdelhi""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_in_newdelhi""}}]",worldview-map:map-node:worldview-map--n_in_newdelhi,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,New Delhi,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_id_jakarta""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_id_jakarta""}}]",worldview-map:map-node:worldview-map--n_id_jakarta,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Jakarta,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_asean_secretariat""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_asean_secretariat""}}]",worldview-map:map-node:worldview-map--n_asean_secretariat,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,ASEAN Secretariat,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_vn_hanoi""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_vn_hanoi""}}]",worldview-map:map-node:worldview-map--n_vn_hanoi,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Hanoi,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_br_brasilia""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_br_brasilia""}}]",worldview-map:map-node:worldview-map--n_br_brasilia,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Brasília,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_br_rio""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_br_rio""}}]",worldview-map:map-node:worldview-map--n_br_rio,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Rio de Janeiro,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_sa_riyadh""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_sa_riyadh""}}]",worldview-map:map-node:worldview-map--n_sa_riyadh,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Riyadh,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_ae_abudhabi""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""map-node"":""worldview-map--n_ae_abudhabi""}}]",worldview-map:map-node:worldview-map--n_ae_abudhabi,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Abu Dhabi,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""IND""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""IND""}}]",worldview-map:country-role:IND,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,IND,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""IDN""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""IDN""}}]",worldview-map:country-role:IDN,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,IDN,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""VNM""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""VNM""}}]",worldview-map:country-role:VNM,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,VNM,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""BRA""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""BRA""}}]",worldview-map:country-role:BRA,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,BRA,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""SAU""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""SAU""}}]",worldview-map:country-role:SAU,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,SAU,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""ARE""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""worldview-map"",""country-role"":""ARE""}}]",worldview-map:country-role:ARE,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""worldview-map""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",country-role,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,ARE,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""futures""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""futures""}}]",futures,lib/world-stage/scenes.ts,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""futures""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""futures""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",world-stage-scene,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,"Frontier-AI compute, chips, cloud, research, and governance infrastructure","Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/world-stage"",""local_state"":{""scene"":""futures"",""map-node"":""futures--n_us_nova""}},{""route"":""/zh/world-stage"",""local_state"":{""scene"":""futures"",""map-node"":""futures--n_us_nova""}}]",futures:map-node:futures--n_us_nova,research/world-stage/scene-ledger.json,rendered public reference; see exposure/state,as listed in exposures,2026-07-14,"[{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""futures""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""},{""set_select"":{""selector"":""#world-stage-map-view"",""value"":""futures""},""reduce_motion"":true,""filters"":""All types / All relations"",""note"":""Selecting scene starts an inspection hold; reduced motion avoids timed scene change during check.""}]",map-node,"[""/"",""/world-stage""]",1,Observed route-link graph plus recorded disclosure/fixture prerequisite,Northern Virginia cloud belt,"Inspect the source, disagreement or supporting record identified here",semantic-dom-only,2 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
